"","Name","Age","Nationality","Overall","Potential","Club","Value","Wage","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Position","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes"
"3339","C. Jean",22,"France",72,77,"Toulouse Football Club",4200000,17000,1,1,3,3,1,170.18,64.8648,73,66,61,69,69,73,66,59,64,71,85,82,90,69,84,71,42,67,51,69,55,29,66,62,64,61,31,22,21,12,7,14,10,15
"3340","T. Adams",19,"United States",72,84,"New York Red Bulls",4800000,3000,1,1,3,3,1,175.26,68.04,51,46,64,70,33,69,52,42,65,70,80,83,81,72,86,49,83,86,68,44,76,75,65,66,51,74,67,73,69,6,13,12,8,7
"3341","O. Zahustel",27,"Czech Republic",72,73,"Sparta Praha",2900000,1000,1,1,2,3,0,187.96,77.112,70,58,76,62,57,67,52,55,59,68,82,86,73,69,59,64,83,83,66,59,71,68,65,53,63,66,60,69,67,6,16,10,7,7
"3342","Casades¨²s",33,"Spain",72,72,"AD Alcorc¨®n",2e+06,9000,1,1,4,3,1,180.34,78.9264,64,66,76,73,68,74,65,63,63,71,51,59,70,73,76,76,86,71,88,62,77,34,74,79,69,81,54,36,28,6,14,8,7,11
"3343","T. Moulin",28,"France",72,73,"MKE Ankarag¨¹c¨¹",2800000,15000,1,1,4,3,0,175.26,74.844,67,55,62,73,57,65,66,69,70,70,68,41,75,68,82,72,74,90,70,70,75,65,67,76,72,66,67,69,63,10,12,15,10,8
"3344","D. Riascos",32,"Colombia",72,72,"Dalian YiFang FC",2500000,11000,1,1,3,3,1,180.34,73.0296,56,67,71,63,63,71,61,54,51,70,78,82,77,67,70,78,80,75,77,63,72,17,69,58,61,66,45,41,31,10,8,6,10,10
"3345","B. Osborn",23,"England",72,78,"Nottingham Forest",4300000,29000,0,1,3,3,1,175.26,74.844,72,62,48,71,68,70,68,70,67,72,82,77,90,66,87,70,37,91,53,69,43,61,61,73,42,67,69,67,64,10,11,13,7,15
"3346","Vieiraldo Junior",26,"Brazil",72,72,"Sport Club do Recife",2700000,11000,0,1,3,2,0,180.34,78.9264,76,30,60,68,39,67,32,31,62,70,67,68,60,70,62,74,85,78,78,48,78,68,58,54,40,64,77,77,70,7,13,7,7,8
"3347","P. Billing",22,"Denmark",72,83,"Huddersfield Town",4700000,25000,0,1,3,2,1,198.12,79.8336,53,58,70,76,63,68,64,53,73,72,55,61,54,68,55,74,61,62,75,74,65,69,60,67,46,73,70,76,69,11,7,10,14,13
"3348","E. Ponce",21,"Argentina",72,80,"AEK Athens",4700000,1000,1,1,3,3,1,177.8,78.0192,59,74,69,57,59,74,68,57,47,69,77,76,75,73,76,76,79,78,69,59,43,29,67,56,66,64,49,30,28,12,16,7,7,6
"3349","Enzo Merques",34,"Brazil",72,72,"Internacional",875000,17000,0,1,4,3,0,187.96,76.2048,75,57,68,72,66,74,74,70,64,75,71,77,72,77,65,71,62,74,75,73,82,64,69,65,62,67,68,68,69,13,10,8,12,13
"3350","R<U+00F4>mulo Calsede",30,"Brazil",72,72,"Atl¨¦tico Mineiro",3e+06,25000,0,1,3,3,1,180.34,78.0192,50,74,69,66,69,66,60,55,61,69,74,76,69,68,59,72,73,76,75,66,47,30,73,61,75,70,28,26,24,12,12,12,14,12
"3351","Marlion Sim<U+00F5>es",26,"Brazil",72,72,"Cear¨¢ Sporting Club",2600000,14000,0,1,4,3,0,180.34,74.844,65,50,56,61,60,72,58,47,42,66,85,86,76,73,69,73,80,79,67,51,64,73,62,63,55,63,76,66,71,14,12,7,9,12
"3352","Jota",27,"Spain",72,72,"Birmingham City",3300000,21000,0,1,2,3,1,180.34,69.8544,73,71,43,68,43,72,74,69,70,78,70,67,77,68,69,66,48,62,61,68,49,29,71,74,64,66,39,26,16,14,14,13,6,8
"3353","Pedro Tiba",29,"Portugal",72,72,"Lech Pozna¨½",3e+06,8000,1,1,3,3,0,175.26,68.9472,60,59,52,76,56,72,70,59,65,75,66,62,67,67,68,81,70,77,73,65,70,68,65,73,57,72,46,71,68,16,7,13,6,15
"3354","M. Torsiglieri",30,"Argentina",72,72,"Club Atl¨¦tico Lan¨²s",2300000,11000,0,1,3,2,0,190.5,77.112,59,39,74,60,47,45,61,55,64,51,33,34,38,64,33,58,43,59,94,35,76,70,40,54,61,63,75,70,71,9,14,10,14,10
"3355","D. Maietta",35,"Italy",72,72,"Empoli",725000,7000,1,1,2,2,0,182.88,74.844,28,13,70,56,15,43,15,14,53,48,30,33,33,68,52,21,70,50,77,18,72,78,16,20,15,70,65,78,74,14,5,7,15,5
"3356","E. <U+00D6>zgen<U+00E7>",33,"Turkey",72,72,"MKE Ankarag¨¹c¨¹",1200000,15000,1,1,3,3,0,177.8,71.2152,73,42,66,70,28,74,77,73,68,68,62,72,68,68,71,81,63,72,69,69,70,65,66,65,66,68,74,75,74,13,12,12,14,9
"3357","D. Buitrago",27,"Colombia",72,73,"Am¨¦rica de Cali",3600000,2000,0,1,2,3,1,177.8,74.844,66,66,34,71,48,74,69,64,68,70,76,72,74,58,70,70,53,56,66,74,51,19,69,75,56,68,13,22,26,8,14,6,6,12
"3358","C. Peralta",28,"Colombia",72,72,"La Equidad",3200000,2000,1,1,3,3,1,177.8,78.9264,37,80,70,57,59,67,34,32,27,68,77,73,73,58,68,67,66,59,68,59,25,17,80,57,69,66,40,19,10,15,7,7,13,12
"3359","A. Walke",35,"Germany",72,72,"FC Red Bull Salzburg",725000,12000,1,1,3,1,0,187.96,87.9984,13,8,24,18,19,19,12,14,19,14,38,33,41,71,42,27,70,38,70,14,42,22,9,46,31,30,21,13,22,73,69,73,67,75
"3360","R. Thelander",26,"Denmark",72,72,"Vitesse",2700000,10000,1,1,3,2,0,190.5,87.0912,40,26,72,59,29,37,23,25,57,53,57,63,49,64,45,55,68,65,85,22,72,68,39,45,33,54,75,73,72,15,10,14,12,8
"3361","E. Unsain",23,"Argentina",72,79,"Defensa y Justicia",3200000,6000,1,1,3,1,0,187.96,83.0088,15,14,15,35,18,21,20,17,24,25,48,42,52,67,53,22,62,35,63,12,17,20,9,42,22,36,15,19,20,78,66,74,62,77
"3362","Jorge Pombo",24,"Spain",72,79,"Real Zaragoza",4400000,8000,1,1,3,3,1,172.72,78.0192,68,68,61,73,64,75,66,69,71,73,68,69,64,66,80,80,64,76,89,72,76,52,72,71,67,74,58,64,57,12,13,8,8,10
"3363","Porphirinho",30,"Brazil",72,72,"Chapecoense",2300000,11000,1,1,3,2,0,177.8,71.2152,71,55,66,72,59,72,63,64,73,67,71,75,77,73,66,53,69,77,67,54,51,72,55,71,65,67,75,73,72,8,9,13,9,9
"3364","L. Cabrera",26,"Uruguay",72,75,"Getafe CF",3200000,15000,0,1,3,2,0,187.96,79.8336,60,23,79,69,27,52,46,48,59,62,61,64,66,60,53,42,91,76,82,35,78,65,34,45,49,56,55,75,78,10,16,10,15,16
"3365","G. N¨²<U+00F1>ez",30,"Argentina",72,72,"Atl¨¦tico Tucum¨¢n",2900000,9000,0,1,3,3,1,180.34,81.1944,68,66,37,71,57,73,70,69,69,69,75,79,76,69,54,74,74,74,81,70,42,48,66,70,71,67,40,38,34,10,6,16,8,9
"3366","E. Berggreen",25,"Denmark",72,76,"1. FSV Mainz 05",4100000,20000,1,1,4,2,1,193.04,88.9056,32,75,77,61,61,67,64,68,45,73,52,51,52,71,51,73,70,55,90,58,60,26,72,61,62,68,25,26,22,15,6,13,7,10
"3367","E. Lamanna",28,"Italy",72,74,"Spezia",2600000,3000,1,1,2,1,0,187.96,79.8336,19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,23,61,26,52,16,30,14,11,31,24,65,8,14,13,70,72,66,71,74
"3368","K. Kusk",26,"Denmark",72,72,"Aalborg BK",3300000,11000,0,1,3,3,1,180.34,67.1328,64,69,49,70,61,71,71,69,68,72,75,78,81,66,70,66,72,74,57,70,61,40,73,69,61,74,43,31,28,6,13,16,15,11
"3369","R. Espinoza",31,"Honduras",72,72,"Sporting Kansas City",2700000,7000,0,1,4,3,1,180.34,77.112,64,62,70,70,59,71,69,58,72,69,67,64,72,73,75,81,79,88,77,67,87,70,69,70,60,72,72,71,70,15,10,7,10,7
"3370","J. Bahebeck",25,"France",72,75,"FC Utrecht",4e+06,14000,1,1,3,3,1,182.88,76.2048,74,71,65,74,69,75,73,74,55,72,75,73,72,71,64,76,66,65,64,71,67,34,65,68,65,62,50,21,23,13,9,15,11,11
"3371","C. Marshall",33,"United States",72,72,"Seattle Sounders FC",1300000,6000,0,2,4,2,0,193.04,86.184,27,40,76,68,47,54,55,56,60,58,33,45,35,72,40,63,75,69,90,52,68,70,28,53,60,62,71,69,64,11,7,16,11,12
"3372","Z. Ferhat",25,"Algeria",72,75,"Le Havre AC",3900000,7000,1,1,4,4,1,180.34,69.8544,75,58,33,74,36,73,63,48,69,72,83,81,75,62,68,55,50,67,71,42,37,19,64,72,55,64,28,30,27,13,10,14,15,8
"3373","M. Pack",27,"England",72,73,"Bristol City",3500000,30000,1,1,3,3,1,187.96,73.9368,68,52,70,75,54,68,60,68,75,73,51,59,64,68,59,73,70,85,77,66,72,70,59,72,64,73,66,67,63,10,8,11,15,9
"3374","P. Lasogga",26,"Germany",72,75,"Hamburger SV",3900000,12000,1,2,4,2,1,187.96,87.9984,35,76,81,45,76,60,65,68,34,66,45,50,44,73,39,84,73,58,88,73,85,29,77,56,79,76,33,40,29,12,13,8,6,7
"3375","D. Verde",22,"Italy",72,82,"Real Valladolid CF",5e+06,35000,0,1,3,4,1,167.64,63.9576,69,58,46,68,60,77,72,72,60,78,88,84,88,62,93,82,45,68,33,73,58,24,65,68,59,70,41,37,35,7,12,14,9,12
"3376","Alessinito",34,"Brazil",72,72,"Cear¨¢ Sporting Club",950000,14000,1,1,3,2,0,182.88,78.0192,51,51,73,72,39,62,61,62,71,61,75,70,54,72,55,44,77,67,81,41,81,71,44,67,63,70,73,72,73,7,15,7,8,10
"3377","J. Nsame",25,"Cameroon",72,77,"BSC Young Boys",4200000,17000,1,1,4,3,1,187.96,87.9984,35,75,70,59,69,69,45,30,34,72,73,71,70,59,40,74,60,62,81,65,51,16,70,49,69,66,28,19,13,13,12,5,15,5
"3378","A. Fransson",24,"Sweden",72,77,"IFK Norrk<U+00F6>ping",4100000,5000,1,1,3,3,1,180.34,73.9368,59,65,60,74,60,69,62,56,71,72,74,75,80,70,75,66,68,77,66,67,62,70,71,71,47,71,62,67,65,10,7,11,10,11
"3379","J. Babin",31,"France",72,72,"Real Sporting de Gij¨®n",2100000,7000,1,1,3,2,0,180.34,88.9056,36,22,73,69,25,32,47,66,55,52,31,33,30,72,59,87,76,86,88,63,62,69,49,57,44,68,70,76,72,15,10,16,8,7
"3380","L. Su¨¢rez",22,"Argentina",72,80,"Real Valladolid CF",4600000,18000,0,1,3,4,1,167.64,59.8752,75,74,54,74,59,77,76,70,70,76,72,65,88,66,91,65,74,38,32,70,36,15,68,73,62,68,23,22,11,11,14,6,15,7
"3381","R. Shotton",29,"England",72,72,"Middlesbrough",2400000,35000,1,1,3,3,0,190.5,83.916,68,50,69,65,38,63,42,37,61,66,61,67,59,72,48,65,64,80,81,44,68,72,55,61,59,62,74,73,74,13,12,7,9,10
"3382","Rafa Soares",23,"Portugal",72,80,"Vit¨®ria Guimar<U+00E3>es",3900000,6000,0,1,3,3,0,177.8,71.2152,76,53,59,71,60,72,72,70,65,69,78,74,70,73,71,75,63,71,61,70,66,69,71,65,34,63,68,70,69,11,13,16,14,6
"3383","J. Galv¨¢n",26,"Argentina",72,75,"Club Atl¨¦tico Col¨®n",3200000,9000,1,1,3,2,0,177.8,68.9472,57,58,80,61,50,56,52,37,58,55,63,68,62,66,61,56,88,84,79,54,72,77,57,50,49,53,69,70,62,7,8,7,13,11
"3384","V. Belec",28,"Slovenia",72,74,"Sampdoria",2600000,18000,1,1,3,1,0,193.04,92.988,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,23,75,20,59,16,25,21,11,23,23,70,19,10,11,73,72,60,71,74
"3385","T. Lawrence",24,"Wales",72,78,"Derby County",4300000,29000,1,1,4,4,1,180.34,74.844,73,69,56,70,56,76,62,75,64,73,76,72,77,67,74,74,60,73,58,77,66,22,70,72,65,70,48,35,33,10,7,13,13,7
"3386","M. Sobottka",24,"Germany",72,78,"Fortuna D¨¹sseldorf",3600000,16000,1,1,3,2,0,185.42,74.844,52,58,66,68,46,63,46,44,65,67,66,66,66,72,66,59,68,86,75,56,72,71,56,59,45,72,73,72,70,11,13,13,7,14
"3387","A. Far¨ªas",30,"Argentina",72,72,"CD Palestino",2300000,4000,1,1,4,2,1,177.8,69.8544,47,49,50,68,45,60,54,44,64,66,55,57,60,68,61,58,70,79,73,54,82,73,45,60,59,58,75,74,69,10,15,11,16,15
"3388","F. Gaibor",26,"Ecuador",72,73,"Independiente",3600000,15000,1,1,3,3,0,177.8,74.844,68,62,58,76,58,66,66,64,77,77,67,65,71,69,72,75,63,75,65,67,57,64,59,68,66,59,55,65,61,11,14,14,11,9
"3389","Rafael Le<U+00E3>o",19,"Portugal",72,86,"LOSC Lille",6500000,12000,1,1,4,4,1,187.96,81.1944,62,70,56,64,65,73,72,58,52,71,87,85,75,72,50,71,64,70,77,59,59,21,73,66,63,76,25,24,21,10,12,15,11,9
"3390","Fernandinho",32,"Brazil",72,72,"Chongqing Dangdai Lifan FC SWM Team",2400000,8000,0,1,2,4,1,170.18,67.1328,69,65,47,70,69,77,75,66,51,73,87,82,88,69,88,75,80,57,51,70,59,25,70,63,72,63,59,41,42,6,8,10,16,13
"3391","P. Crouch",37,"England",72,72,"Stoke City",1100000,25000,1,2,3,2,1,200.66,74.844,57,75,85,70,83,62,58,50,63,77,31,32,46,77,28,75,31,43,70,62,70,27,80,72,74,80,37,26,20,13,14,7,10,14
"3392","S. Adegbenro",22,"Nigeria",72,80,"Rosenborg BK",4600000,6000,1,1,4,3,1,177.8,74.844,63,67,63,60,59,76,61,63,51,73,90,89,91,65,92,67,76,75,71,66,64,26,70,66,59,71,48,44,23,15,6,15,7,12
"3393","E. Mart¨ªnez",25,"Argentina",72,77,"Arsenal",3e+06,40000,1,1,3,1,0,193.04,84.8232,22,16,26,27,23,13,22,20,46,26,59,57,49,64,49,18,60,14,70,16,37,13,12,50,42,53,11,20,20,73,69,75,70,74
"3394","Roberto Torres",29,"Spain",72,72,"CA Osasuna",3e+06,9000,1,1,4,3,1,177.8,72.1224,71,69,52,69,63,71,70,81,68,73,70,64,66,72,73,80,66,82,71,72,69,59,70,77,77,75,55,65,55,7,8,15,8,14
"3395","N. De la Cruz",21,"Uruguay",72,79,"River Plate",4400000,12000,1,1,3,3,1,167.64,64.8648,51,55,59,73,43,72,53,67,71,71,81,76,80,66,71,72,58,69,37,71,66,46,65,74,64,60,39,42,47,9,6,9,7,9
"3396","R¨²ben Micael",31,"Portugal",72,72,"Vit¨®ria de Set¨²bal",2700000,6000,1,2,3,3,1,175.26,69.8544,73,64,59,76,67,74,80,74,72,77,66,61,72,71,74,76,65,50,60,71,69,60,73,78,68,74,47,54,40,7,13,10,11,14
"3397","S. Koroki",31,"Japan",72,72,"Urawa Red Diamonds",2800000,11000,1,1,4,3,1,175.26,72.1224,49,68,76,68,70,67,46,55,55,77,75,68,80,68,75,69,68,69,66,70,74,34,77,76,71,73,26,21,23,16,12,9,7,10
"3398","C. Medjani",33,"Algeria",72,72,"Sivasspor",1300000,10000,1,1,3,2,0,182.88,77.112,46,53,74,68,40,59,49,45,68,59,56,64,51,67,64,60,86,77,75,59,78,68,55,55,45,70,70,70,76,14,15,8,11,13
"3399","M. Makola",32,"South Africa",72,72,"Orlando Pirates",2400000,1000,1,1,3,3,1,172.72,69.8544,66,69,67,75,57,72,74,78,66,74,72,70,80,62,81,72,58,62,55,77,56,29,70,68,50,71,62,55,34,11,11,15,12,11
"3400","D. Sinkgraven",22,"Netherlands",72,75,"Ajax",3300000,10000,0,1,3,4,0,177.8,64.8648,72,57,64,75,68,78,73,65,65,79,79,81,84,68,67,63,75,70,52,55,72,72,69,77,56,70,60,67,66,10,13,11,14,15
"3401","F. Romagna",21,"Italy",72,86,"Cagliari",6e+06,14000,1,1,3,2,0,185.42,74.844,38,23,65,66,34,51,32,32,65,62,65,68,65,68,59,48,69,56,68,30,71,72,36,36,43,63,75,75,72,12,12,6,7,13
"3402","Kiko Olivas",29,"Spain",72,72,"Real Valladolid CF",2400000,14000,1,1,3,2,0,187.96,83.0088,44,56,71,64,53,49,30,36,56,65,36,39,53,71,40,62,62,88,90,36,71,72,57,49,38,66,68,75,67,8,8,15,7,14
"3403","I. Balliu",26,"Albania",72,74,"FC Metz",3100000,6000,1,1,3,3,0,172.72,63.0504,73,23,60,69,24,73,63,58,68,74,76,77,75,67,75,45,77,81,62,59,75,69,63,64,69,73,73,70,69,12,9,9,9,13
"3404","T. Pledl",24,"Germany",72,75,"FC Ingolstadt 04",3900000,16000,1,1,4,3,1,172.72,72.1224,74,65,50,71,50,72,74,73,67,73,79,78,91,67,84,67,63,73,51,43,59,53,66,70,60,55,45,51,52,12,14,8,8,9
"3405","Leordinho Paes",30,"Brazil",72,72,"Santos",2900000,14000,0,1,3,3,1,180.34,68.9472,71,67,51,73,62,73,72,67,68,76,68,72,71,65,67,55,59,64,59,56,37,46,71,75,64,66,26,54,42,11,15,12,9,7
"3406","A. Tuanzebe",20,"England",72,83,"Aston Villa",4700000,43000,1,1,3,3,0,185.42,72.1224,52,26,66,69,41,69,45,37,68,70,78,79,68,69,64,46,71,72,75,34,70,68,41,55,50,67,72,74,73,5,8,5,13,12
"3407","R. Wolf",30,"Germany",72,72,"Fortuna D¨¹sseldorf",2e+06,15000,1,1,2,1,0,190.5,86.184,11,11,16,19,11,14,13,11,18,20,34,33,43,68,31,24,64,27,75,13,28,14,10,35,23,36,12,13,14,73,69,68,70,72
"3408","L. Abecasis",28,"Argentina",72,72,"Godoy Cruz",2500000,11000,1,1,3,3,0,175.26,73.0296,74,37,57,64,48,74,73,41,59,68,90,81,75,75,73,75,63,80,64,45,77,68,67,71,48,69,66,68,70,9,11,12,6,15
"3409","P. Kunde Malong",22,"Cameroon",72,79,"1. FSV Mainz 05",3700000,15000,1,1,4,3,0,180.34,78.9264,68,64,54,75,44,69,62,40,70,74,78,78,69,68,72,79,73,78,84,74,73,70,61,65,57,60,68,71,60,11,13,5,8,9
"3410","Y. Orozco",27,"Venezuela",72,72,"Deportes Tolima",3300000,4000,1,1,4,3,1,167.64,73.0296,67,61,55,69,54,76,53,55,60,74,79,73,93,69,93,69,83,53,30,66,39,29,70,72,43,58,55,25,27,14,8,13,13,9
"3411","A. Bouzat",24,"Argentina",72,78,"V¨¦lez Sarsfield",4300000,11000,0,1,2,3,1,170.18,72.1224,68,64,57,68,56,77,50,44,56,75,83,81,82,68,71,65,74,85,63,61,64,48,66,65,63,65,41,38,34,9,15,13,7,13
"3412","L. Mothiba",22,"South Africa",72,81,"RC Strasbourg Alsace",4900000,13000,1,1,3,3,1,182.88,76.2048,60,75,70,68,65,68,54,51,53,74,72,72,61,68,68,69,67,69,74,64,55,24,74,64,63,75,32,15,12,14,14,11,7,10
"3413","A. Rojas",32,"Argentina",72,72,"San Lorenzo de Almagro",2400000,15000,0,1,3,3,0,175.26,82.1016,74,66,67,71,71,69,70,65,68,75,62,68,68,71,69,74,71,72,71,73,71,67,72,72,66,71,71,64,57,6,10,14,9,8
"3414","R. Walter",23,"France",72,78,"OGC Nice",4200000,19000,0,1,4,3,1,175.26,73.0296,69,57,50,75,51,71,60,50,71,73,66,68,74,71,75,67,69,76,62,64,68,72,55,76,54,75,65,71,67,14,7,12,8,16
"3415","S. Gakp¨¦",31,"Togo",72,72,"KSV Cercle Brugge",2700000,11000,1,2,3,3,1,177.8,78.9264,66,65,69,70,67,73,59,58,57,73,87,87,86,65,82,75,84,68,61,71,41,31,74,65,65,55,30,21,24,16,15,11,12,6
"3416","Joselu",27,"Spain",72,73,"Real Oviedo",3600000,10000,1,1,3,3,1,175.26,73.0296,46,75,68,72,69,64,55,54,45,66,78,73,69,65,67,78,70,87,76,73,71,65,68,48,75,63,29,45,39,10,14,8,14,9
"3417","Angulo",34,"Spain",72,72,"G¨®rnik Zabrze",1600000,6000,0,1,3,3,1,180.34,77.112,60,73,67,65,60,69,69,50,54,69,77,81,73,73,71,64,71,71,71,62,47,40,75,61,71,71,38,29,20,12,8,11,8,8
"3418","Ricardo Valente",27,"Portugal",72,72,"Clube Sport Mar¨ªtimo",3300000,8000,1,1,4,4,1,180.34,76.2048,69,69,63,67,71,75,42,38,60,73,74,73,71,72,65,75,66,68,69,69,74,16,70,69,60,70,21,26,23,13,11,10,16,13
"3419","M. Kean",18,"Italy",72,87,"Juventus",6500000,32000,1,1,3,3,1,182.88,78.9264,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16,13,8,10,7,9
"3420","S. Dioudis",25,"Greece",72,75,"Panathinaikos FC",2800000,1000,1,1,2,1,0,187.96,79.8336,13,13,15,26,18,13,19,19,23,24,40,45,48,66,59,19,54,33,60,20,18,21,13,34,28,63,17,20,11,76,70,65,68,75
"3421","S. Pellissier",39,"Italy",72,72,"Chievo Verona",9e+05,10000,1,2,4,3,1,175.26,76.2048,64,78,60,68,75,68,74,60,44,79,34,45,55,75,77,82,66,43,53,78,43,24,82,69,76,80,34,27,23,14,12,6,5,5
"3422","B. Afobe",25,"DR Congo",72,76,"Stoke City",4100000,31000,1,1,3,3,1,182.88,78.0192,46,75,66,68,70,65,65,57,52,70,76,83,69,68,65,68,77,64,78,64,60,25,73,64,72,70,31,22,17,7,6,9,10,7
"3423","C. Gytkj<U+00E6>r",28,"Denmark",72,72,"Lech Pozna¨½",3200000,9000,1,1,4,3,1,185.42,77.112,56,75,71,58,64,67,61,56,48,70,72,70,73,70,67,73,78,63,79,66,67,32,73,61,79,71,42,16,19,11,12,12,14,15
"3424","Kim Jin Su",26,"Korea Republic",72,73,"Jeonbuk Hyundai Motors",3e+06,8000,0,1,3,3,0,177.8,67.1328,71,26,59,71,23,68,66,68,62,69,79,77,78,66,76,46,71,65,64,47,64,74,69,57,55,63,66,73,71,14,6,12,9,7
"3425","A. Cerri",22,"Italy",72,80,"Cagliari",4600000,54000,1,1,3,3,1,193.04,91.1736,40,75,75,65,68,68,64,34,45,73,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
"3426","F. H¨¹bner",27,"Germany",72,74,"1. FC Union Berlin",3e+06,20000,1,1,3,2,0,193.04,83.916,50,40,74,58,25,32,31,21,51,54,54,53,52,69,48,62,50,59,79,35,73,74,44,37,44,68,70,77,73,8,12,13,10,13
"3427","R. Strebinger",25,"Austria",72,76,"SK Rapid Wien",2900000,10000,1,1,2,1,0,193.04,89.8128,15,14,16,26,12,12,17,13,21,20,33,32,39,67,34,23,66,30,73,14,20,15,13,12,23,28,14,13,12,71,64,62,75,78
"3428","A. <U+00C7>al<U+0131>k",24,"Turkey",72,77,"Galatasaray SK",3500000,28000,1,1,4,2,0,182.88,77.112,40,42,75,62,41,58,44,39,64,62,65,68,52,70,74,55,81,76,72,21,68,74,40,48,44,75,69,73,72,11,8,6,8,13
"3429","J. Ledley",31,"Wales",72,72,"Derby County",2100000,27000,0,2,2,2,0,182.88,73.0296,67,62,72,73,53,59,69,53,68,74,60,53,53,72,72,70,90,75,77,67,70,72,67,63,70,78,73,70,65,13,13,8,10,13
"3430","A. Mobara",24,"South Africa",72,77,"Orlando Pirates",3500000,1000,1,1,4,3,0,175.26,68.9472,65,50,72,72,49,68,48,59,66,69,80,76,68,66,66,57,75,71,51,56,55,68,64,60,43,62,76,73,73,10,6,9,6,11
"3431","V. G<U+0103>man",29,"Romania",72,72,"Al Shabab",2400000,22000,1,1,3,2,0,190.5,82.1016,44,47,74,68,43,51,41,48,63,63,60,57,61,68,63,64,73,68,71,43,70,71,59,54,69,66,72,73,71,10,13,12,8,10
"3432","Hao Junmin",31,"China PR",72,72,"Shandong Luneng TaiShan FC",2700000,14000,1,1,4,3,1,177.8,78.0192,65,62,35,74,45,70,80,76,68,69,74,69,75,69,75,65,63,82,60,66,86,65,69,75,58,64,65,64,61,13,16,8,8,16
"3433","L. Aued",31,"Argentina",72,72,"Universidad Cat¨®lica",2700000,8000,0,1,3,3,1,182.88,81.1944,69,52,57,74,59,72,65,66,74,73,54,54,61,73,56,65,57,77,80,63,60,68,69,71,67,57,59,62,60,8,6,15,7,7
"3434","C. Molinaro",34,"Italy",72,72,"Frosinone",875000,11000,0,2,2,3,0,182.88,82.1016,74,33,63,70,53,69,67,44,61,64,66,69,65,71,68,69,74,65,72,56,77,75,62,54,63,75,72,75,74,9,7,10,14,8
"3435","S. Medina",26,"Colombia",72,74,"Monterrey",3100000,28000,1,1,3,3,0,180.34,68.9472,60,49,72,68,50,65,57,40,64,69,74,75,73,69,65,50,80,77,80,40,70,72,68,66,56,68,69,72,75,10,15,15,14,10
"3436","K. Diks",21,"Netherlands",72,79,"Fiorentina",3700000,23000,1,1,3,3,0,185.42,69.8544,62,23,65,70,36,66,42,30,63,73,75,75,71,65,66,58,73,76,69,57,77,74,54,31,42,62,70,73,71,7,15,9,10,15
"3437","A. B¨¹y¨¹k",30,"Turkey",72,72,"Yeni Malatyaspor",2900000,11000,1,1,3,3,1,177.8,78.0192,62,72,71,70,65,76,63,45,62,76,75,77,82,71,84,71,92,73,48,71,74,37,70,65,59,70,21,19,20,11,7,15,15,11
"3438","Guiti¨¢n",27,"Spain",72,74,"Real Zaragoza",3e+06,7000,1,1,3,2,0,180.34,68.9472,35,36,72,70,31,58,44,34,64,63,64,66,65,66,63,59,87,73,77,37,71,73,52,58,30,67,68,69,70,13,7,11,12,15
"3439","C. Christie",25,"Republic of Ireland",72,75,"Fulham",3200000,32000,1,1,2,3,1,187.96,78.0192,70,49,63,67,41,73,57,35,60,69,76,87,75,71,56,60,70,78,75,47,72,67,68,62,49,62,69,73,67,11,15,7,12,10
"3440","R. <U+017D>ulj",26,"Austria",72,74,"1. FC Union Berlin",3800000,25000,1,1,3,3,1,187.96,88.9056,65,71,66,75,70,76,68,70,71,77,53,53,55,70,61,76,79,65,77,72,46,28,74,72,55,71,47,19,27,8,12,11,9,10
"3441","Jo<U+00E3>o Afonso",28,"Portugal",72,72,"Vit¨®ria Guimar<U+00E3>es",2500000,8000,1,1,3,2,0,187.96,83.916,48,29,75,54,28,50,27,30,52,58,54,40,43,65,48,45,73,72,87,21,74,66,24,32,46,65,70,74,71,6,8,9,15,14
"3442","S. Decarli",26,"Switzerland",72,75,"Club Brugge KV",3200000,15000,1,1,2,2,0,187.96,82.1016,38,32,73,60,37,49,39,51,55,62,65,68,58,65,55,41,67,65,78,22,68,74,35,43,39,66,72,73,74,16,6,9,9,14
"3443","R. McCormack",31,"Scotland",72,72,"Central Coast Mariners",2800000,16000,1,1,4,3,1,175.26,73.9368,71,70,62,68,70,70,79,80,66,74,66,67,75,70,82,79,59,50,78,72,71,30,73,71,80,71,29,25,22,7,7,13,12,9
"3444","B. Trawally",23,"Gambia",72,78,"Guizhou Hengfeng FC",4300000,11000,1,1,3,3,1,185.42,69.8544,48,76,62,70,54,74,47,68,62,72,74,79,80,75,66,65,69,68,52,65,42,27,76,55,48,60,16,35,43,8,11,14,7,13
